,1,Article,Keyword,Sentence
424,,test_pdfs/NCJRS.bib.pdf,youth,ICF proposes to continue evaluation activities during a 15-month period to assess the demonstration and provide more information to the field about the effectiveness of systems of care frameworks for serving the needs of child and youth victims.
425,,test_pdfs/NCJRS.bib.pdf,youth,"The ICF Team, led by co-Principal Investigators Sara Debus-Sherrill and Mary Spooner, is exceptionally well-equipped to meet the studys goals, with a unique combination of relevant experience in victim-centered research, vulnerable children and youth, and collaboration-based initiatives."
426,,test_pdfs/NCJRS.bib.pdf,youth,"2015-VF-GX-K101: Grantee: Amount: Status: Evaluation of the Supporting Male Survivors of Violence Demonstration Initiative RTI International $993,432 Ongoing Violence is one of the leading causes of death for people 15 to 44 years of age, with males and racial/ethnic minorities bearing the greatest burden of youth violence (Krug et al., 2002; DavidFerdon et al, 2015)."
427,,test_pdfs/NCJRS.bib.pdf,weapon,"These assaults occur in a context where the landscape that students navigate each day often includes bullying, substance use, and weapon carrying."
428,,test_pdfs/NCJRS.bib.pdf,weapon,"At the same time, each subject will be asked to describe his or her activities sequentially during that period, including companions and weapon carrying, and site-line features of each location (prospect, refuge, and escape) that indicate the subjects ability to see their surroundings clearly or the potential for someone to be concealed and hiding nearby."
429,,test_pdfs/NCJRS.bib.pdf,weapon,"This technique represents a top-down approach that will use data on total cash spending derived from federal data bases to first estimate the total unlawful economy and then determine the portion of the unlawful economy due to unlawful commercial sex, illegal weapons, illegal drugs, or other means (including both legal uses and other illegal uses such as under-the-table employment)."
430,,test_pdfs/NCJRS.bib.pdf,weapon,"There does not appear to be any connection between weapons trafficking and the UCSE in any of the eight cities, the overlap with drug trafficking varied by UCSE venue."
431,,test_pdfs/NCJRS.bib.pdf,adolescent,"Approximately 400 adolescents, grades 6 through 8, in three Iowa middle schools that have significant minority populations (14% Native American in school 1, 20% racial minorities in schools 2 and 3) will be surveyed."
432,,test_pdfs/NCJRS.bib.pdf,adolescent,"To develop an evidence-based definition of electronic harassment, this COMPENDIUM OF RESEARCH ON CHILDREN EXPOSED TO VIOLENCE: 2010-2015 13 project will use Concept Mapping and recruit 80 participants including adolescents, parents, and professionals representing education, health and the justice system to participate."
433,,test_pdfs/NCJRS.bib.pdf,adolescent,"However, the question remains: as many adolescents face social rejection, what leads the few who decide to engage in acts of aggression towards their peers?"
434,,test_pdfs/NCJRS.bib.pdf,adolescent,"We have a dual focus on 1) 9th graders (including their parents and teachers) using the research-based Coping Power (Lechman & Wells, 2002a) program to address aggression, safety, mental health concerns, and academic engagement; and 2) the BCSPF using training in trauma-informed/ Mental Health First Aid, threat assessment-escalation, and cultural proficiency/adolescent development to promote positive student-police relationship-building."
435,,test_pdfs/NCJRS.bib.pdf,adolescent,"Although OBPP is being implemented in hundreds of schools across the U.S., few studies have evaluated its impact on schools in the U.S., particularly schools in urban areas that serve high percentages of minority adolescents from disadvantaged communities."
436,,test_pdfs/NCJRS.bib.pdf,adolescent,Participants are adolescents 10-16 years old (83% African American; 47% male) at three public middle schools serving low-income urban communities.
437,,test_pdfs/NCJRS.bib.pdf,adolescent,"COMPENDIUM OF RESEARCH ON CHILDREN EXPOSED TO VIOLENCE: 2010-2015 41 E. Long-Term Outcomes of Violence Exposure 2011-JP-FX-0101: Grantee: Amount: Status: Long-Term Consequences of Gang Membership Arizona Board of Regents on behalf of Arizona State University $25,000 Completed The aim of this study is to examine long-term consequences of adolescent gang membership."
438,,test_pdfs/NCJRS.bib.pdf,adolescent,This research design will allow for the PI to account for self-selection into gangs by pairing individuals with adolescent gang membership with those without membership but with the same risk factors for gang participation.
439,,test_pdfs/NCJRS.bib.pdf,adolescent,"Product: NCJ# 239241 Non-Criminal Consequences of Gang Membership: Impacts on Education and Employment in the Life-Course Key findings from this research on the lifetime impact of adolescent gang membership on education and employment prospects include the following: gang members were 30 percent less likely to obtain a high school diploma and 58 percent less likely to earn a 4-year college degree than non-gang members; the effect of adolescent gang membership on educational attainment exceeded one-half year; while ex-gang members were able to decrease the deficits in high school graduation and college matriculation rates over the course of the study, the gaps in 4-year college degree and overall educational attainment continued to grow; ex-gang members were less likely to be employed and more likely to not participate in the labor force; and the cumulative effect of adolescent gang membership on annual income in the last 6 years of the study exceeded $14,000."
440,,test_pdfs/NCJRS.bib.pdf,adolescent,The data was used to examine the effects of adolescent gang membership on the nature and patterns of educational attainment and employment over a 12-year period in the life course.
441,,test_pdfs/NCJRS.bib.pdf,adolescent,Participants will include 250 young adults (ages 18-22) who were enrolled in a randomized controlled trial (RCT) of a mentoring and skills group intervention for maltreated children in foster care when they were preadolescents.
442,,test_pdfs/NCJRS.bib.pdf,adolescent,"The Add Health is a nationally representative sample of over 20,000 American adolescents enrolled in middle and high school during the 1994-1995 school year."
443,,test_pdfs/NCJRS.bib.pdf,adolescent,The study: 1) examines the frequency of injury and biological evidence in sexual assault cases; 2) identifies case factors associated with the presence of injury and biological evidence; 3) analyzes how often biological evidence is COMPENDIUM OF RESEARCH ON CHILDREN EXPOSED TO VIOLENCE: 2010-2015 53 processed prior to versus after arrest; 4) explores how injury and biological evidence as well as other factors are related to arrest; and 5) examines results for key comparisons thought to be salient for forensic evidence: Sexual Assault Nurse Examiners vs. other medical examiners; strangers vs. known suspects; child victims vs. adults and adolescents.
444,,test_pdfs/NCJRS.bib.pdf,adolescent,"2003) will guide the quantitative analyses; that is, the researchers view gang membership as part of the adolescent experience and believe that it can best be understood by conceptualizing the onset of gang membership as a turning point in the lives of youth (Melde and Esbensen 2011)."
445,,test_pdfs/NCJRS.bib.pdf,adolescent,"2012-IJ-CX-0027 Grantee: Amount: Status: Out of Home Placement Location and Juvenile Delinquency: The Investigation of Neighborhood Impact on Child Welfare Populations Juvenile Justice Involvement The Board of Trustees of the University of Illinois $25,000 Completed The purpose of this research is to examine whether the neighborhoods associated with foster care placement affect the risk of delinquent offending for adolescents in the child welfare system."
